Bicentenario  2020;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Folio encuesta;Registrar Sexo;edad_cat;1 - (Eliminar la pobreza) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o se habr;2 - (Eliminar la pobreza) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o se habr;3 - (Eliminar la pobreza) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o se habr;4 - (Eliminar la pobreza) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o se habr;1 - (Ser un país desarrollado) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o s;2 - (Ser un país desarrollado) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o s;3 - (Ser un país desarrollado) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o s;4 - (Ser un país desarrollado) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que ahora o s;1 - (Detener el daño al medio ambiente) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que;2 - (Detener el daño al medio ambiente) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que;3 - (Detener el daño al medio ambiente) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que;4 - (Detener el daño al medio ambiente) Para comenzar, le voy a enumerar una serie de metas que Chile se ha propuesto para el futuro. Pensando en un plazo de 10 años, ¿Ud. cree que se habrán alcanzado estas metas, se habrá avanzado, se seguirá igual que
125806;2;4;9;9;3;9;9;2;9;9;9;9;3;9
125901;2;4;9;9;9;4;9;9;3;9;9;2;9;9
125902;2;1;9;9;3;9;9;9;9;4;9;2;9;9
125903;2;4;9;9;9;4;9;9;3;9;9;9;3;9
125904;2;3;9;9;3;9;9;9;3;9;9;9;3;9
125905;2;2;9;9;3;9;9;2;9;9;9;2;9;9
125906;2;3;9;9;3;9;9;9;3;9;9;9;3;9
126101;2;2;9;9;3;9;9;9;3;9;9;9;3;9
126102;2;2;9;9;3;9;9;9;3;9;9;9;3;9
126103;2;5;9;9;3;9;9;9;3;9;9;9;3;9
126104;2;4;9;9;3;9;9;9;9;4;9;9;3;9
126105;2;4;9;9;3;9;9;9;3;9;9;9;3;9
126106;2;2;9;2;9;9;9;2;9;9;9;2;9;9
126201;2;2;9;2;9;9;9;9;3;9;9;9;3;9
126202;2;3;9;2;9;9;9;9;3;9;9;2;9;9
126203;2;5;9;9;3;9;9;9;3;9;9;2;9;9
126204;2;3;9;9;3;9;9;9;3;9;9;9;3;9
126205;2;2;9;2;9;9;9;2;9;9;9;2;9;9
126206;1;5;9;9;3;9;9;2;9;9;9;2;9;9
126301;2;3;9;9;3;9;9;9;3;9;9;9;3;9
126302;1;4;9;9;3;9;9;9;3;9;9;9;3;9
126303;1;5;9;9;3;9;9;2;9;9;9;9;9;4
126304;1;5;9;9;9;4;9;9;9;4;9;9;9;4
126305;2;3;9;9;3;9;9;9;3;9;9;2;9;9
126306;1;5;9;2;9;9;9;9;3;9;1;9;9;9
126402;2;3;9;9;3;9;9;9;3;9;9;2;9;9
126403;2;4;9;2;9;9;9;2;9;9;9;9;9;9
126404;2;2;9;9;3;9;9;9;3;9;9;9;3;9
126405;1;4;9;9;9;4;9;9;9;4;9;9;9;4
126406;2;3;9;9;3;9;9;9;3;9;9;9;3;9
126501;1;4;9;2;9;9;9;2;9;9;9;9;3;9
126504;2;4;9;2;9;9;9;9;3;9;9;2;9;9
126601;2;3;9;2;9;9;9;9;3;9;9;2;9;9
126606;2;1;9;9;3;9;9;9;3;9;9;2;9;9
126701;2;3;9;9;3;9;9;9;3;9;9;9;3;9
126702;1;2;9;9;3;9;9;2;9;9;9;2;9;9
126704;2;4;9;2;9;9;9;2;9;9;9;2;9;9
126706;1;5;9;9;3;9;9;9;3;9;9;2;9;9
126801;2;5;9;9;9;4;9;9;3;9;9;9;9;4
126803;2;2;9;9;3;9;9;2;9;9;9;9;9;4
126804;2;4;9;2;9;9;9;9;3;9;9;2;9;9
126901;1;1;9;9;3;9;9;2;9;9;9;9;3;9
126902;2;5;9;2;9;9;9;2;9;9;9;9;9;4
126906;2;2;9;2;9;9;9;2;9;9;9;2;9;9
127001;2;3;9;9;3;9;9;9;3;9;9;9;9;4
127002;2;1;9;9;3;9;9;2;9;9;9;2;9;9
127003;1;4;9;9;3;9;9;2;9;9;9;9;3;9
127004;1;5;9;9;9;4;1;9;9;9;9;2;9;9
127005;2;4;9;9;9;4;9;9;3;9;9;2;9;9
127101;1;5;9;9;3;9;9;2;9;9;9;2;9;9
127103;2;1;9;9;3;9;1;9;9;9;9;2;9;9
127105;1;3;9;2;9;9;9;2;9;9;9;2;9;9
127106;2;2;9;9;3;9;9;2;9;9;9;2;9;9
127201;1;1;9;9;3;9;9;9;3;9;9;9;3;9
127206;2;3;9;2;9;9;9;9;9;9;9;2;9;9
127306;2;3;9;9;3;9;9;9;3;9;9;9;3;9
127307;2;2;9;9;3;9;9;2;9;9;9;9;3;9
127308;2;2;9;9;3;9;9;9;3;9;9;9;3;9
127309;2;3;9;9;3;9;9;2;9;9;9;9;3;9
127403;2;5;9;9;3;9;9;9;3;9;9;9;9;4
127405;2;3;9;9;3;9;9;9;3;9;9;2;9;9
127408;2;5;9;2;9;9;9;2;9;9;9;2;9;9
127501;2;5;9;2;9;9;9;9;3;9;9;2;9;9
127502;2;3;9;9;3;9;9;9;3;9;9;2;9;9
127505;1;4;9;9;3;9;9;9;3;9;9;9;3;9
127604;1;2;9;9;3;9;9;9;3;9;9;2;9;9
127701;2;5;9;9;3;9;9;9;3;9;9;2;9;9
127702;2;1;9;2;9;9;9;9;3;9;1;9;9;9
127703;2;4;9;9;3;9;9;2;9;9;9;9;3;9
127704;2;1;9;9;3;9;9;9;3;9;9;9;9;4
127705;2;1;9;2;9;9;9;2;9;9;9;9;9;4
127706;2;5;9;9;3;9;9;9;3;9;9;2;9;9
127707;2;2;9;2;9;9;9;9;3;9;9;2;9;9
127708;2;2;9;2;9;9;9;9;3;9;9;2;9;9
127709;2;3;9;9;3;9;9;9;3;9;9;9;3;9
127710;2;3;9;9;3;9;9;9;3;9;9;9;3;9
127801;2;3;9;9;3;9;9;9;3;9;9;9;9;4
127802;2;5;9;9;3;9;9;9;3;9;9;2;9;9
127803;2;3;9;9;3;9;9;9;3;9;9;9;9;4
127804;2;5;9;9;9;4;9;9;3;9;9;9;9;4
127805;2;3;9;9;9;4;9;2;9;9;9;9;9;4
127806;1;5;9;9;3;9;9;9;3;9;9;9;3;9
127901;1;5;9;2;9;9;9;2;9;9;9;2;9;9
127902;2;2;9;9;3;9;1;9;9;9;9;2;9;9
127904;2;2;9;9;3;9;1;9;9;9;9;9;3;9
127905;1;5;9;9;9;4;9;9;3;9;9;9;3;9
127907;2;5;9;2;9;9;9;2;9;9;9;9;3;9
128001;1;5;9;2;9;9;9;9;3;9;9;9;3;9
128002;1;5;9;9;3;9;9;9;3;9;9;9;9;4
128003;1;4;9;9;3;9;9;9;3;9;9;9;3;9
128004;2;4;9;9;3;9;9;2;9;9;9;2;9;9
128006;2;1;9;9;3;9;9;2;9;9;9;9;3;9
128101;1;5;9;9;3;9;9;2;9;9;9;2;9;9
128102;1;1;9;9;9;4;9;2;9;9;9;9;3;9
128103;2;3;9;9;3;9;9;2;9;9;9;2;9;9
128104;2;3;9;2;9;9;9;9;9;4;9;2;9;9
128105;2;1;9;2;9;9;9;2;9;9;9;9;3;9
128201;2;5;9;2;9;9;9;9;3;9;9;9;3;9
128202;2;5;1;9;9;9;1;9;9;9;1;9;9;9
128203;2;5;9;2;9;9;9;9;3;9;9;9;3;9
128204;2;2;9;9;3;9;9;2;9;9;9;9;3;9
128205;2;5;9;9;3;9;9;9;3;9;9;9;3;9
128301;1;4;9;9;3;9;9;9;3;9;9;2;9;9
128302;2;5;9;9;3;9;9;9;3;9;9;2;9;9
128303;1;4;9;9;3;9;9;9;3;9;9;9;3;9
128305;2;5;9;2;9;9;9;2;9;9;9;2;9;9
128306;2;4;9;9;9;4;9;2;9;9;9;2;9;9
128501;2;5;9;9;3;9;1;9;9;9;9;9;3;9
128502;2;5;1;9;9;9;1;9;9;9;9;2;9;9
128503;2;2;9;9;3;9;9;2;9;9;9;2;9;9
128504;1;2;9;2;9;9;9;2;9;9;9;2;9;9
128505;2;1;9;9;3;9;9;9;3;9;9;9;9;4
128506;1;2;9;2;9;9;1;9;9;9;9;2;9;9
128507;1;5;9;9;9;4;1;9;9;9;9;9;3;9
128508;2;3;9;2;9;9;9;2;9;9;9;9;3;9
128509;2;2;9;9;3;9;1;9;9;9;9;9;9;4
128601;1;1;9;2;9;9;9;2;9;9;9;2;9;9
128602;2;1;1;9;9;9;9;2;9;9;9;2;9;9
128603;1;5;9;2;9;9;9;9;9;4;9;2;9;9
128604;1;5;9;9;3;9;9;9;3;9;9;9;3;9
128605;2;3;9;9;3;9;9;2;9;9;9;2;9;9
128606;1;4;9;9;3;9;9;2;9;9;9;9;3;9
128702;1;2;9;9;3;9;9;2;9;9;9;2;9;9
128703;1;2;9;9;3;9;9;9;3;9;9;2;9;9
128704;1;2;9;9;3;9;1;9;9;9;1;9;9;9
128902;2;2;9;2;9;9;9;2;9;9;9;2;9;9
128903;1;3;9;9;9;4;9;9;3;9;9;9;9;4
128904;2;3;9;9;3;9;9;9;9;4;9;9;9;4
129001;2;5;9;9;9;4;9;9;3;9;1;9;9;9
129003;1;2;9;9;9;4;9;9;3;9;9;9;3;9
129006;2;3;9;2;9;9;9;2;9;9;9;9;3;9
129106;1;2;9;9;3;9;9;2;9;9;9;9;9;4
129201;2;5;9;9;9;4;9;9;3;9;9;9;9;4
129202;2;2;9;9;3;9;9;2;9;9;9;9;3;9
129204;2;5;9;9;9;4;9;9;3;9;9;9;3;9
129205;2;5;9;9;3;9;9;2;9;9;9;2;9;9
129301;2;5;9;9;9;4;9;2;9;9;9;2;9;9
129302;1;3;9;9;3;9;9;9;9;4;9;9;3;9
129303;1;5;9;9;3;9;9;2;9;9;9;2;9;9
129304;2;5;9;9;9;4;9;9;9;4;9;9;9;4
129305;2;5;9;9;3;9;9;2;9;9;9;9;3;9
129306;2;4;9;9;3;9;9;9;3;9;9;9;3;9
129401;1;2;1;9;9;9;9;9;3;9;9;9;9;9
129402;1;1;9;9;9;4;9;9;3;9;9;2;9;9
129403;2;4;9;2;9;9;9;2;9;9;9;2;9;9
129404;2;3;9;9;3;9;9;9;3;9;9;9;9;4
129405;2;4;9;9;9;4;9;2;9;9;9;9;9;4
129406;1;2;9;9;3;9;9;9;3;9;9;2;9;9
129501;2;3;9;9;3;9;9;2;9;9;9;9;9;4
129502;2;5;9;2;9;9;9;2;9;9;9;9;3;9
129503;1;2;9;2;9;9;9;9;3;9;9;9;9;4
129504;2;1;9;9;3;9;9;2;9;9;9;2;9;9
129505;2;3;9;9;3;9;9;2;9;9;9;9;9;4
129506;2;2;9;9;3;9;9;2;9;9;9;9;3;9
129601;2;2;9;2;9;9;1;9;9;9;9;2;9;9
129602;2;2;1;9;9;9;9;2;9;9;9;9;3;9
129603;1;3;9;9;3;9;9;2;9;9;9;9;3;9
129604;1;2;9;9;3;9;9;2;9;9;9;2;9;9
129605;1;2;9;9;3;9;9;2;9;9;1;9;9;9
129606;2;3;9;9;3;9;9;2;9;9;9;9;3;9
129701;1;5;9;2;9;9;9;2;9;9;9;2;9;9
129703;1;1;9;9;3;9;9;9;3;9;9;2;9;9
129704;2;2;9;9;9;4;9;9;3;9;9;9;9;4
129705;2;3;9;9;9;4;9;9;3;9;9;9;9;4
129706;1;1;9;9;3;9;9;9;3;9;9;9;3;9
129803;2;4;9;9;3;9;9;2;9;9;9;9;9;4
129804;2;2;9;9;9;4;9;9;3;9;9;2;9;9
129805;1;1;9;9;3;9;9;2;9;9;9;2;9;9
129806;1;2;9;9;3;9;9;9;3;9;9;2;9;9
129902;2;2;9;9;3;9;9;2;9;9;9;2;9;9
129903;2;1;9;9;3;9;9;2;9;9;9;9;3;9
129904;1;5;9;9;9;4;9;9;3;9;9;9;9;4
129905;2;5;9;9;3;9;9;2;9;9;9;9;3;9
129906;2;5;9;9;3;9;9;2;9;9;9;9;9;4
130002;2;1;9;9;3;9;1;9;9;9;9;2;9;9
130003;1;3;9;2;9;9;9;2;9;9;9;2;9;9
130006;2;5;9;9;3;9;9;9;3;9;9;2;9;9
130101;2;5;9;9;3;9;9;9;3;9;9;9;3;9
130103;2;5;9;9;9;4;9;9;3;9;9;9;9;4
130104;1;3;9;9;3;9;9;9;3;9;9;9;9;4
130105;1;1;9;9;3;9;1;9;9;9;9;2;9;9
130106;2;3;9;9;3;9;9;2;9;9;9;2;9;9
130202;2;5;9;2;9;9;9;9;3;9;9;2;9;9
130204;2;2;9;2;9;9;9;2;9;9;9;2;9;9
130302;2;2;9;9;3;9;9;9;9;4;9;2;9;9
130303;2;5;9;9;3;9;9;9;9;4;9;9;3;9
130305;1;4;9;2;9;9;9;2;9;9;9;9;3;9
130401;1;1;9;9;3;9;9;2;9;9;9;2;9;9
130403;2;2;1;9;9;9;9;2;9;9;1;9;9;9
130501;1;3;9;9;3;9;9;2;9;9;9;2;9;9
130502;2;3;9;9;3;9;9;9;3;9;9;2;9;9
130503;2;5;9;9;3;9;9;9;3;9;9;9;3;9
130504;2;5;9;9;3;9;9;9;3;9;9;2;9;9
130505;1;5;9;9;9;4;9;9;3;9;9;9;9;4
130506;2;4;9;9;3;9;9;2;9;9;9;2;9;9
130601;2;2;9;9;3;9;9;9;3;9;9;2;9;9
130606;1;3;9;9;3;9;9;9;3;9;9;9;9;4
130701;1;2;9;2;9;9;1;9;9;9;9;2;9;9
130702;2;5;9;9;3;9;9;2;9;9;9;2;9;9
130703;1;5;9;9;3;9;9;9;3;9;9;2;9;9
130704;1;5;9;9;9;4;9;9;3;9;9;9;9;4
130705;1;5;9;2;9;9;1;9;9;9;9;2;9;9
130706;2;5;9;2;9;9;9;2;9;9;9;2;9;9
130801;1;2;9;9;3;9;9;9;3;9;9;9;9;4
130802;2;5;9;2;9;9;9;2;9;9;9;2;9;9
130804;2;5;9;9;3;9;9;2;9;9;9;9;9;4
130805;1;5;9;2;9;9;1;9;9;9;9;2;9;9
130806;2;4;9;9;9;4;9;9;9;4;9;9;9;4
130901;2;4;9;9;3;9;9;2;9;9;9;9;3;9
130902;1;3;9;9;3;9;9;9;3;9;9;9;3;9
130903;2;3;9;2;9;9;9;2;9;9;9;2;9;9
130904;2;4;9;9;3;9;9;2;9;9;9;2;9;9
130905;2;2;9;9;3;9;9;9;3;9;9;9;3;9
130906;1;2;9;9;3;9;9;2;9;9;9;9;3;9
131001;2;5;9;9;3;9;9;2;9;9;9;9;3;9
131002;2;5;9;9;3;9;9;9;3;9;9;2;9;9
131003;1;3;9;9;3;9;9;9;3;9;1;9;9;9
131004;1;3;9;9;3;9;9;9;3;9;9;9;3;9
131005;2;5;9;9;3;9;9;9;9;4;9;9;3;9
131006;1;2;9;9;3;9;9;9;3;9;9;9;9;4
131101;2;2;9;9;9;4;9;2;9;9;9;9;9;4
131102;2;1;9;9;3;9;9;2;9;9;9;9;3;9
131103;2;1;9;9;3;9;9;2;9;9;9;2;9;9
131104;1;2;9;2;9;9;9;2;9;9;9;2;9;9
131105;2;4;9;9;9;4;9;9;9;4;9;9;3;9
131106;2;5;9;9;9;4;9;9;9;4;9;9;3;9
131201;1;1;9;2;9;9;9;9;3;9;9;9;9;4
131202;1;5;9;2;9;9;9;2;9;9;9;2;9;9
131203;2;2;9;9;3;9;9;2;9;9;9;2;9;9
131204;2;5;9;9;3;9;9;2;9;9;9;2;9;9
131205;2;1;9;9;3;9;9;9;3;9;9;9;9;4
131206;1;2;9;9;3;9;9;2;9;9;9;2;9;9
131301;1;5;9;9;3;9;1;9;9;9;9;2;9;9
131302;2;3;9;2;9;9;9;9;3;9;9;2;9;9
131303;2;1;9;9;3;9;9;9;3;9;1;9;9;9
131304;2;2;9;9;3;9;9;9;3;9;9;9;3;9
131305;2;4;9;9;3;9;9;9;3;9;9;9;3;9
131306;2;5;9;9;3;9;9;2;9;9;9;9;3;9
131401;1;5;9;9;9;4;9;9;3;9;9;9;3;9
131403;1;4;9;2;9;9;9;9;3;9;9;9;3;9
131404;2;5;9;9;3;9;9;2;9;9;9;9;9;4
131405;2;5;9;9;3;9;9;2;9;9;9;9;3;9
131406;1;1;9;9;9;4;9;9;3;9;9;2;9;9
131501;2;4;9;9;3;9;9;9;3;9;9;9;3;9
131504;1;4;9;2;9;9;9;2;9;9;9;2;9;9
131601;1;5;9;9;3;9;9;2;9;9;9;2;9;9
131602;2;4;9;2;9;9;9;2;9;9;9;9;3;9
131603;1;1;9;9;3;9;9;9;3;9;9;2;9;9
131604;1;5;9;2;9;9;9;9;3;9;9;9;9;9
131705;1;1;9;9;9;9;9;2;9;9;9;2;9;9
131706;1;2;9;2;9;9;9;2;9;9;9;9;3;9
131801;1;4;9;9;3;9;9;9;3;9;9;9;9;4
131803;1;2;9;9;3;9;9;9;3;9;9;2;9;9
131804;2;4;9;9;3;9;9;9;3;9;9;2;9;9
131805;1;5;9;2;9;9;9;2;9;9;9;2;9;9
131806;2;5;9;9;3;9;9;9;3;9;9;9;3;9
131901;1;5;9;2;9;9;9;9;3;9;9;2;9;9
131902;2;5;9;9;3;9;9;2;9;9;9;2;9;9
131903;2;4;9;9;9;4;9;9;3;9;9;9;9;4
131904;2;2;9;9;9;4;9;9;9;4;9;9;9;4
131905;2;5;9;9;3;9;9;9;3;9;9;9;3;9
132005;1;5;9;2;9;9;9;2;9;9;9;9;9;4
132006;2;5;9;9;9;4;9;9;3;9;9;9;3;9
132201;2;2;9;2;9;9;1;9;9;9;9;9;9;4
132202;2;1;9;9;3;9;9;2;9;9;9;9;9;4
132203;1;1;9;9;3;9;9;2;9;9;9;9;3;9
132206;2;5;9;9;9;4;9;9;9;4;9;9;9;4
132303;1;4;9;2;9;9;9;9;3;9;9;2;9;9
132304;1;5;9;9;9;4;1;9;9;9;9;9;9;4
132306;2;1;9;9;9;4;9;9;3;9;9;2;9;9
132501;2;2;9;9;3;9;9;9;3;9;9;9;9;4
132502;2;3;9;9;3;9;9;2;9;9;9;9;9;4
132503;2;2;9;2;9;9;9;2;9;9;9;2;9;9
132504;2;5;9;9;3;9;9;2;9;9;9;2;9;9
132506;2;5;9;9;3;9;9;9;9;4;9;9;9;4
132601;1;5;9;9;9;4;9;9;3;9;9;2;9;9
132602;2;5;9;9;9;4;9;9;3;9;9;9;3;9
132603;2;5;9;9;9;4;9;9;9;4;9;9;3;9
132604;2;2;9;9;9;4;9;9;3;9;9;9;3;9
132605;1;4;9;9;3;9;9;9;3;9;9;9;3;9
132606;2;5;9;9;3;9;9;9;3;9;9;9;3;9
132701;1;2;9;9;3;9;9;9;3;9;9;9;9;4
132702;2;2;9;2;9;9;9;2;9;9;9;2;9;9
132703;1;5;9;9;3;9;9;9;3;9;9;9;9;4
132704;2;5;9;9;3;9;9;9;3;9;9;9;3;9
132705;2;5;9;2;9;9;9;2;9;9;9;2;9;9
132706;1;4;9;2;9;9;9;2;9;9;9;9;3;9
132801;2;4;9;9;3;9;9;9;3;9;9;9;3;9
132802;1;5;9;9;9;4;9;9;3;9;9;2;9;9
132803;2;1;9;9;3;9;9;9;3;9;9;9;3;9
132804;2;5;9;9;3;9;9;9;3;9;9;2;9;9
132805;1;4;9;9;3;9;9;9;3;9;9;9;3;9
132806;1;5;9;9;3;9;9;9;3;9;9;9;3;9
132901;2;5;9;9;9;4;9;9;3;9;9;9;3;9
132902;2;5;9;9;3;9;9;9;9;4;9;9;3;9
132903;2;5;9;9;9;4;9;9;3;9;9;9;9;4
133003;2;4;9;9;3;9;9;2;9;9;9;2;9;9
133103;2;5;9;9;9;4;9;9;3;9;9;9;9;4
133104;2;5;9;2;9;9;9;9;3;9;9;2;9;9
133201;2;5;9;2;9;9;9;9;3;9;9;9;3;9
133202;2;5;9;9;9;4;9;2;9;9;9;9;3;9
133203;2;5;9;9;3;9;9;2;9;9;9;9;3;9
133204;1;1;9;9;3;9;9;9;3;9;9;2;9;9
133205;1;2;9;9;9;4;9;2;9;9;9;9;9;4
133206;2;5;9;9;3;9;9;9;9;4;9;9;9;4
133302;2;1;9;9;3;9;9;9;9;4;9;9;3;9
133304;2;4;9;9;3;9;9;9;3;9;9;2;9;9
133305;2;4;9;9;9;4;9;9;3;9;9;9;9;4
133306;2;2;9;9;3;9;9;2;9;9;9;9;3;9
133401;1;5;9;2;9;9;9;9;3;9;9;2;9;9
133402;2;5;9;9;9;9;9;2;9;9;9;9;9;4
133403;2;3;9;2;9;9;9;9;3;9;9;9;9;4
133406;2;4;9;9;3;9;9;2;9;9;9;9;9;4
133501;2;3;9;2;9;9;9;2;9;9;9;9;3;9
133502;2;3;9;9;3;9;9;9;3;9;9;9;9;4
133506;2;5;9;9;9;4;9;2;9;9;9;9;3;9
133601;1;2;9;9;3;9;9;9;3;9;9;2;9;9
133604;2;2;9;9;3;9;9;9;3;9;9;9;9;4
133605;2;3;9;9;3;9;9;2;9;9;9;9;3;9
133701;1;4;9;9;9;4;9;9;9;4;9;9;9;4
133704;1;4;9;9;3;9;9;9;3;9;9;9;3;9
133706;1;3;9;9;3;9;9;2;9;9;9;9;3;9
133801;2;2;9;9;3;9;9;9;3;9;9;9;3;9
133802;2;4;9;9;3;9;9;9;3;9;9;9;9;4
133803;2;5;9;9;3;9;9;9;3;9;9;9;3;9
133805;1;2;9;9;3;9;9;2;9;9;9;9;9;4
133901;2;1;9;9;9;4;9;9;3;9;9;9;9;4
134001;2;4;9;9;3;9;9;2;9;9;9;2;9;9
134002;1;5;9;2;9;9;9;9;9;4;9;9;9;4
134201;2;3;9;9;3;9;9;2;9;9;9;2;9;9
134301;2;5;9;9;3;9;9;9;3;9;9;9;3;9
134303;2;5;9;2;9;9;9;9;3;9;9;2;9;9
134501;2;2;9;9;9;4;9;9;3;9;9;9;9;4
134502;2;5;9;9;9;4;9;2;9;9;9;2;9;9
134503;2;4;9;9;3;9;9;9;9;4;9;9;9;4
134505;1;5;9;9;3;9;9;2;9;9;9;9;3;9
134601;2;3;9;9;9;4;9;9;3;9;9;9;9;4
134604;2;1;9;9;3;9;9;2;9;9;9;2;9;9
134605;1;5;9;2;9;9;9;2;9;9;9;2;9;9
134702;1;3;9;9;3;9;9;9;3;9;9;9;9;4
134801;1;5;9;9;3;9;9;9;3;9;9;9;3;9
134802;1;1;9;9;9;4;9;9;3;9;9;9;9;4
134803;2;3;9;9;3;9;9;2;9;9;9;9;3;9
134804;1;5;9;9;3;9;9;9;3;9;9;9;9;4
134805;1;5;9;2;9;9;9;9;3;9;9;9;3;9
134806;1;5;9;2;9;9;9;2;9;9;9;9;9;4
134901;1;2;9;9;9;4;1;9;9;9;9;9;3;9
134902;2;3;9;9;3;9;9;9;3;9;9;9;3;9
135001;1;5;9;2;9;9;9;9;3;9;9;2;9;9
135002;1;5;9;9;3;9;9;2;9;9;9;9;3;9
135003;1;3;9;9;3;9;9;9;3;9;9;9;3;9
135004;2;4;9;9;3;9;9;2;9;9;9;9;9;4
135101;2;5;9;9;9;4;9;9;9;4;9;9;9;4
135102;1;4;9;9;3;9;9;2;9;9;9;2;9;9
135103;1;2;9;2;9;9;9;2;9;9;9;2;9;9
135104;2;2;9;9;3;9;9;2;9;9;9;2;9;9
135105;2;5;9;9;9;4;9;9;3;9;9;9;3;9
135106;1;4;9;2;9;9;1;9;9;9;9;2;9;9
135301;1;1;9;2;9;9;9;2;9;9;9;9;3;9
135302;2;3;9;9;3;9;9;2;9;9;9;9;3;9
135303;2;5;9;9;3;9;9;2;9;9;9;2;9;9
135304;2;4;9;2;9;9;9;2;9;9;9;9;9;4
135305;1;2;9;2;9;9;9;9;3;9;9;9;9;4
135306;2;1;1;9;9;9;9;9;3;9;9;9;3;9
135401;2;5;9;9;9;4;9;9;3;9;9;9;9;4
135402;2;1;9;2;9;9;9;2;9;9;9;2;9;9
135403;1;1;9;9;9;4;9;9;9;4;9;9;9;4
135404;2;2;9;9;3;9;9;2;9;9;9;9;9;4
135405;2;2;9;2;9;9;9;9;3;9;9;2;9;9
135406;1;1;9;9;3;9;9;2;9;9;9;2;9;9
135410;2;4;9;2;9;9;9;2;9;9;9;9;3;9
135411;2;1;9;9;3;9;9;9;3;9;9;2;9;9
135602;2;3;9;2;9;9;9;2;9;9;1;9;9;9
135603;1;1;9;9;3;9;9;9;3;9;9;2;9;9
135604;2;3;9;9;3;9;9;9;3;9;9;9;3;9
135606;2;3;9;9;9;4;9;2;9;9;9;2;9;9
135701;2;5;9;9;3;9;9;9;3;9;9;9;3;9
135702;2;4;9;9;9;4;9;2;9;9;9;9;9;4
135801;2;1;9;9;3;9;9;2;9;9;9;9;9;4
135802;1;2;9;2;9;9;9;9;3;9;9;2;9;9
135803;2;5;9;2;9;9;9;9;3;9;9;9;3;9
135804;1;2;9;2;9;9;9;2;9;9;9;9;3;9
135805;2;2;9;2;9;9;9;2;9;9;9;9;3;9
135806;1;5;9;9;3;9;9;9;3;9;9;9;9;4
135902;2;5;9;9;3;9;9;9;3;9;9;2;9;9
135903;2;5;9;2;9;9;9;2;9;9;9;2;9;9
135905;2;5;9;9;3;9;9;9;3;9;9;2;9;9
135906;1;5;9;9;3;9;9;9;3;9;9;9;9;9
136001;1;1;9;2;9;9;9;2;9;9;9;2;9;9
136002;2;1;1;9;9;9;1;9;9;9;1;9;9;9
136003;1;5;9;9;3;9;9;2;9;9;9;2;9;9
136004;1;3;9;9;3;9;9;2;9;9;9;2;9;9
136005;1;3;9;2;9;9;9;9;3;9;9;2;9;9
136006;1;5;9;9;3;9;9;9;3;9;9;9;9;4
136201;2;5;9;9;3;9;9;9;3;9;9;9;9;4
136202;2;2;9;9;9;4;9;9;3;9;9;9;9;4
136203;2;1;9;9;3;9;9;2;9;9;9;9;9;9
136204;2;5;1;9;9;9;9;9;3;9;9;9;9;4
136301;2;1;9;9;3;9;9;2;9;9;9;2;9;9
136302;1;5;9;9;9;4;9;9;3;9;9;9;3;9
136303;1;5;9;9;3;9;9;9;3;9;9;9;3;9
136304;2;5;9;9;3;9;9;2;9;9;9;9;9;4
136305;1;2;9;9;3;9;9;9;3;9;9;9;3;9
136306;2;5;1;9;9;9;9;2;9;9;9;2;9;9
