Bicentenario 2015;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO;SEXO;Tramo edad;S1.-Eliminar la pobreza 1;S1.-Eliminar la pobreza 2;S1.-Eliminar la pobreza 3;S1.-Eliminar la pobreza 4;S2.-Ser un país desarrollado 1;S2.-Ser un país desarrollado 2;S2.-Ser un país desarrollado 3;S2.-Ser un país desarrollado 4;S3.-Detener el daño al medio ambiente 1;S3.-Detener el daño al medio ambiente 2;S3.-Detener el daño al medio ambiente 3;S3.-Detener el daño al medio ambiente 4
1632;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1633;Mujer;2;9;9;3;9;9;2;9;9;1;9;9;9
1634;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1635;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1636;Mujer;1;9;9;3;9;9;9;3;9;1;9;9;9
1637;Hombre;5;9;9;3;9;9;9;3;9;1;9;9;9
1638;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1639;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1640;Mujer;5;9;9;3;9;9;9;3;9;9;9;9;4
1641;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1642;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1643;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1644;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1645;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1646;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1647;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1648;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1649;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1650;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
1651;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1652;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1653;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1654;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1655;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1656;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1657;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
1658;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1659;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
1660;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1661;Mujer;4;9;9;9;4;9;9;3;9;9;9;3;9
1662;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1663;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1664;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
1665;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1666;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1667;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1668;Mujer;5;9;9;3;9;9;9;9;4;1;9;9;9
1669;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1670;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
1671;Mujer;2;9;9;3;9;9;9;9;4;9;2;9;9
1672;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1673;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
1674;Hombre;3;9;9;3;9;9;9;3;9;1;9;9;9
1675;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
1676;Mujer;5;9;2;9;9;1;9;9;9;1;9;9;9
1677;Mujer;2;9;9;9;4;9;9;9;4;9;9;9;4
1678;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1679;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1680;Mujer;1;9;9;3;9;9;2;9;9;9;9;3;9
1681;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
1682;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1683;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1684;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1685;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1686;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1687;Mujer;3;9;9;9;4;9;2;9;9;9;9;9;4
1688;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1689;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
1690;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1691;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
1692;Mujer;5;9;2;9;9;1;9;9;9;9;9;3;9
1693;Hombre;2;1;9;9;9;1;9;9;9;1;9;9;9
1694;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
1695;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
1696;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
1697;Hombre;3;1;9;9;9;1;9;9;9;1;9;9;9
1698;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1699;Hombre;3;1;9;9;9;9;9;3;9;1;9;9;9
1700;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1701;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1702;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1703;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1704;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1705;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
1706;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1707;Mujer;4;9;9;3;9;1;9;9;9;1;9;9;9
1708;Mujer;4;9;9;3;9;9;2;9;9;9;2;9;9
1709;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1710;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
1711;Mujer;1;9;9;9;4;9;9;9;4;9;9;3;9
1712;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1714;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1715;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1716;Hombre;4;1;9;9;9;9;2;9;9;9;9;3;9
1717;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1718;Mujer;4;9;9;3;9;9;9;3;9;9;9;9;4
1719;Mujer;4;1;9;9;9;1;9;9;9;9;9;3;9
1720;Hombre;1;9;9;3;9;9;2;9;9;9;9;3;9
1721;Hombre;1;1;9;9;9;1;9;9;9;1;9;9;9
1722;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1723;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
1724;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
1725;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1726;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
1727;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1728;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
1729;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1730;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1731;Mujer;2;9;2;9;9;9;2;9;9;9;9;9;4
1732;Mujer;5;9;9;3;9;9;2;9;9;1;9;9;9
1733;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
1734;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1735;Hombre;3;9;9;3;9;9;9;3;9;1;9;9;9
1736;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1737;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
1738;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1739;Mujer;4;1;9;9;9;9;2;9;9;9;9;3;9
1740;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1741;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1742;Hombre;1;9;9;3;9;9;2;9;9;1;9;9;9
1743;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1744;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1745;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1746;Hombre;5;9;2;9;9;9;9;9;9;9;2;9;9
1747;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1748;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1749;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1750;Hombre;2;1;9;9;9;9;2;9;9;1;9;9;9
1751;Mujer;1;9;9;3;9;9;9;3;9;9;2;9;9
1752;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1753;Mujer;5;9;9;3;9;9;2;9;9;9;2;9;9
1754;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1755;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1756;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1757;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1758;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1759;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1760;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1761;Mujer;2;1;9;9;9;9;2;9;9;1;9;9;9
1762;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1763;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1764;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1765;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1766;Mujer;4;9;2;9;9;9;9;3;9;1;9;9;9
1767;Mujer;3;9;9;3;9;9;2;9;9;9;9;3;9
1768;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1769;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1770;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1771;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1772;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
1773;Mujer;5;9;9;3;9;9;2;9;9;9;9;3;9
1774;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1775;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1776;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
1777;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
1778;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1779;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
1780;Hombre;3;9;9;3;9;9;9;9;4;9;9;3;9
1781;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1782;Mujer;2;9;9;3;9;9;9;9;4;9;9;3;9
1783;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1784;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1785;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
1786;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
1787;Mujer;3;9;9;3;9;9;2;9;9;9;9;3;9
1788;Mujer;1;9;9;3;9;9;2;9;9;9;9;3;9
1789;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1790;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
1791;Hombre;2;9;2;9;9;9;9;3;9;1;9;9;9
1792;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1793;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1794;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1795;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1796;Mujer;4;9;9;3;9;9;2;9;9;9;2;9;9
1797;Mujer;3;1;9;9;9;9;9;9;4;9;2;9;9
1798;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1799;Hombre;1;9;9;3;9;9;9;9;9;1;9;9;9
1800;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1801;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1802;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
1803;Mujer;1;9;9;3;9;9;2;9;9;1;9;9;9
1804;Hombre;1;9;9;3;9;9;9;3;9;9;2;9;9
1805;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1806;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1807;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1808;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1809;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1810;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1811;Mujer;4;9;9;3;9;9;2;9;9;9;9;3;9
1812;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1813;Hombre;5;9;2;9;9;9;9;9;9;9;2;9;9
1814;Hombre;2;9;2;9;9;9;9;9;9;9;9;3;9
1815;Mujer;5;9;9;3;9;9;2;9;9;9;9;3;9
1816;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1817;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1818;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1819;Mujer;5;1;9;9;9;9;9;3;9;9;2;9;9
1820;Hombre;3;9;9;9;4;9;9;3;9;9;2;9;9
1821;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1822;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1823;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1824;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1825;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1826;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1827;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1828;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1829;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1830;Mujer;5;1;9;9;9;9;2;9;9;9;9;3;9
1831;Hombre;1;9;2;9;9;9;9;3;9;9;9;3;9
1832;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1833;Mujer;5;9;9;3;9;9;2;9;9;9;2;9;9
1834;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1835;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1836;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
1837;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1838;Mujer;5;9;2;9;9;1;9;9;9;9;2;9;9
1839;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
1840;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1841;Mujer;5;9;2;9;9;1;9;9;9;9;9;3;9
1842;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1843;Hombre;1;9;9;3;9;9;2;9;9;1;9;9;9
1844;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1845;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1846;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1847;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1848;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1849;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
1850;Mujer;3;9;9;3;9;9;2;9;9;9;9;3;9
1851;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1852;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
1853;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1854;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
1855;Hombre;4;1;9;9;9;9;2;9;9;9;2;9;9
1856;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
1857;Mujer;4;1;9;9;9;9;2;9;9;9;2;9;9
1859;Hombre;5;9;9;3;9;9;9;3;9;1;9;9;9
1860;Hombre;4;9;9;3;9;9;2;9;9;1;9;9;9
1861;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1862;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1863;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1864;Mujer;4;9;9;3;9;9;2;9;9;9;9;3;9
1865;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1866;Mujer;4;9;2;9;9;9;9;3;9;9;9;3;9
1867;Hombre;3;9;2;9;9;9;9;3;9;1;9;9;9
1868;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1869;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
1870;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1871;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1872;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1873;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1874;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1875;Hombre;5;9;2;9;9;1;9;9;9;1;9;9;9
1876;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1877;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1878;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1879;Hombre;4;9;2;9;9;9;9;3;9;1;9;9;9
1880;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1881;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1882;Mujer;1;1;9;9;9;9;2;9;9;1;9;9;9
1883;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1884;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1885;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1886;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
1887;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
1888;Mujer;2;9;2;9;9;9;9;9;4;1;9;9;9
1889;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1890;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1891;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
1892;Mujer;1;1;9;9;9;1;9;9;9;1;9;9;9
1893;Hombre;3;1;9;9;9;1;9;9;9;1;9;9;9
1894;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1895;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1896;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1897;Hombre;5;9;2;9;9;9;9;9;4;9;9;9;4
1898;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1899;Hombre;4;9;9;9;4;9;9;9;4;9;9;9;4
1900;Hombre;5;9;9;3;9;9;9;9;4;9;9;9;4
1901;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1902;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1903;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1904;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1905;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1906;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1907;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
1908;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1909;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1910;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1911;Hombre;3;1;9;9;9;1;9;9;9;1;9;9;9
1912;Hombre;4;1;9;9;9;9;2;9;9;9;2;9;9
1913;Hombre;3;1;9;9;9;9;9;3;9;9;9;3;9
1914;Hombre;5;9;9;3;9;9;2;9;9;9;9;3;9
1915;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1916;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1917;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1918;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1919;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1920;Hombre;1;1;9;9;9;1;9;9;9;1;9;9;9
1921;Hombre;4;9;9;9;9;9;9;3;9;9;2;9;9
1922;Mujer;5;9;2;9;9;9;9;3;9;9;9;9;9
1923;Hombre;5;9;2;9;9;9;9;3;9;9;9;9;9
1924;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1925;Hombre;5;9;2;9;9;9;9;3;9;9;9;9;9
1926;Hombre;2;1;9;9;9;9;9;3;9;1;9;9;9
1927;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
1928;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1929;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1930;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1931;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1932;Mujer;3;9;9;3;9;9;9;3;9;1;9;9;9
1933;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1934;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1935;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1936;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1937;Mujer;4;9;2;9;9;1;9;9;9;9;2;9;9
1938;Hombre;4;1;9;9;9;1;9;9;9;9;2;9;9
1939;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1940;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1941;Mujer;3;9;2;9;9;1;9;9;9;9;9;9;9
1942;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1943;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1944;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1945;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1946;Hombre;5;1;9;9;9;1;9;9;9;9;2;9;9
1947;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
1948;Hombre;2;9;2;9;9;9;9;3;9;9;9;3;9
1949;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1950;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1951;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1952;Mujer;1;9;9;3;9;9;2;9;9;9;9;3;9
1953;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1954;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
1955;Mujer;3;9;9;3;9;9;9;3;9;9;9;9;4
1956;Mujer;2;9;9;3;9;9;9;9;4;9;2;9;9
1957;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
1958;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1959;Hombre;3;1;9;9;9;9;9;3;9;1;9;9;9
1960;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1961;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1962;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1963;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1964;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1965;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
1966;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1967;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1968;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1969;Mujer;1;1;9;9;9;9;2;9;9;9;9;3;9
1970;Mujer;1;9;2;9;9;9;9;9;9;1;9;9;9
1971;Hombre;3;9;9;3;9;9;9;3;9;1;9;9;9
1972;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1973;Hombre;4;1;9;9;9;9;2;9;9;9;2;9;9
1974;Hombre;1;9;2;9;9;9;2;9;9;1;9;9;9
1975;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1976;Hombre;4;9;2;9;9;9;2;9;9;9;9;3;9
1977;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1978;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1979;Hombre;1;1;9;9;9;1;9;9;9;9;2;9;9
1980;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1981;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1982;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1983;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1984;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1985;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1986;Hombre;4;9;2;9;9;9;9;3;9;1;9;9;9
1987;Hombre;2;9;9;3;9;9;2;9;9;9;9;3;9
1988;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1989;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1990;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
1991;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1992;Hombre;3;9;2;9;9;9;2;9;9;9;2;9;9
1993;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1994;Hombre;2;9;2;9;9;9;2;9;9;9;9;3;9
1995;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1996;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1997;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1998;Hombre;2;9;9;3;9;9;2;9;9;9;9;3;9
1999;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
2000;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
2001;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
2002;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
2003;Hombre;2;1;9;9;9;9;9;3;9;9;9;3;9
2004;Mujer;1;9;2;9;9;9;9;9;4;9;9;3;9
2005;Hombre;3;1;9;9;9;9;2;9;9;1;9;9;9
2006;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
2007;Mujer;5;1;9;9;9;9;9;3;9;1;9;9;9
2008;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
2009;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
2010;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
2011;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
2012;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
2013;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
2014;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
2015;Hombre;4;9;9;3;9;9;2;9;9;9;9;9;9
2016;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
2017;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
2018;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
2019;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
2020;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
2021;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
2022;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
2023;Mujer;1;9;2;9;9;9;9;9;4;1;9;9;9
2024;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
2025;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
2026;Hombre;3;1;9;9;9;9;9;3;9;9;9;3;9
2027;Mujer;4;1;9;9;9;9;9;3;9;9;9;3;9
2028;Mujer;2;1;9;9;9;9;2;9;9;9;2;9;9
2029;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
2030;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
2031;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
2032;Mujer;5;1;9;9;9;9;9;3;9;1;9;9;9
2033;Hombre;3;1;9;9;9;9;9;3;9;9;2;9;9
2034;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
2035;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
